side,entry_timestamp,exit_timestamp,entry,exit,quantity,gross_pnl,fees,tp1_hit,tp2_hit,slippage,net_pnl,reason,cost_ratio
LONG,1764085140000,1764090660000,2898.215,2939.983243578799,0.718249019578781,26.49999999999998,0.8379560329114067,True,True,0.0,25.66204396708857,TP2,0.08326560329114066
LONG,1764771540000,1764772860000,3058.815,3094.39733249075,0.8452786545041723,26.568004416512807,1.0395340119141745,True,True,0.0,25.528470404598632,TP2,0.10315731833921242
LONG,1765154640000,1765157280000,3065.325,3097.4522064209273,0.9385681141412014,26.635654863084945,1.1561336527645683,True,True,0.0,25.479521210320378,TP2,0.11449454869514923
LONG,1766071800000,1766073300000,2961.9799999999996,2961.9799999999996,0.8165893562774575,17.634172562268514,1.2612619320959393,True,False,0.14512328049040216,16.227787349682174,STOP,0.09601272376552532
LONG,1766115240000,1766155440000,2908.26,2988.2357075212008,0.37859863210048633,26.746179230768988,0.445774538963178,True,True,0.0,26.30040469180581,TP2,0.043637150681972686
LONG,1767082500000,1767121560000,2989.29,2948.300361888597,0.6171802615164089,-25.297995569058735,1.4607658298172734,False,False,0.36392655767586546,-27.12268795655187,STOP,0.07292794320056206
LONG,1767365160000,1767365400000,3052.505,3093.097996222414,0.7458485314341805,26.744000180117382,0.916031348614221,True,True,0.0,25.82796883150316,TP2,0.09023738922670128
LONG,1767624660000,1767627780000,3164.205,3201.714562595629,0.8092259260051281,26.81244429752088,1.0295851773375269,True,True,0.0,25.782859120183353,TP2,0.10122874641152049
LONG,1767723300000,1767731760000,3214.705,3246.9553857755564,0.9435874446475834,26.880768874189414,1.2187182642731615,True,True,0.0,25.662050609916253,TP2,0.11961549938803685
LONG,1768320420000,1768342020000,3185.875,3226.2088010939597,0.7563890441075889,26.948773308305686,0.9692941330201672,True,True,0.0,25.97947917528552,TP2,0.09478526437649716
LONG,1770406320000,1770410040000,2052.505,2076.3904650723343,1.2805270317988553,27.017618928119916,1.0567187779465477,True,True,0.0,25.96090015017337,TP2,0.10311735578692216
LONG,1770550800000,1770555300000,2124.6549999999997,2124.6549999999997,1.3189774180906824,17.88725539571951,1.4608108735205423,True,False,0.16814231797400755,16.25830220422496,STOP,0.10966804761075048
LONG,1772055840000,1772062320000,2112.52,2064.1456445415292,0.529079250913593,-25.593867749395578,0.8787960786623494,False,False,0.21841932627811758,-26.691083154336045,STOP,0.04367024593875142
LONG,1772466480000,1772469960000,2052.74,2084.773101607,0.9562785529053339,27.058768444000375,0.7906082483651582,True,True,0.0,26.268160195635218,TP2,0.07689820455792817
LONG,1773110520000,1773134640000,2040.37,2071.5349282496527,0.9854465983165113,27.128379068518882,0.8096959461365278,True,True,0.0,26.318683122382353,TP2,0.07856408268892036
LONG,1774966920000,1774968180000,2084.475,2066.7280366059526,1.4458026750881368,-25.658607149804784,2.395596460633592,False,False,0.5976161848009078,-28.651819795239284,STOP,0.11745530509738807
LONG,1774969740000,1774971000000,2056.65,2056.65,1.3518954524985805,17.910884320221896,1.449377583702271,True,False,0.16682254694287227,16.294684189576753,STOP,0.10866370486629079
LONG,1776123060000,1776179100000,2382.26,2344.9317100263333,0.6865493792742615,-25.62771431079063,1.2930546708294475,False,False,0.3219822819918224,-27.2427512636119,STOP,0.06381915704364058
LONG,1776433560000,1776434040000,2410.505,2438.7888165014965,1.08441973937764,27.093183878589436,1.0510183183231172,True,True,0.0,26.04216556026632,TP2,0.10227071017261559
LONG,1780872300000,1780878600000,1683.255,1701.3381984294313,1.7004544597482527,27.162195617324222,1.1503518277808829,True,True,0.0,26.011843789543338,TP2,0.11170070426880485
LONG,1780980120000,1781012220000,1685.825,1663.091131412832,1.130020715898154,-25.689742456006126,1.5085998932296005,False,False,0.37586548618459986,-27.574207835420328,STOP,0.07415477896056612
LONG,1781620980000,1781632920000,1778.58,1798.787184335241,1.5214870025252551,27.158055352602627,1.0878661522510678,True,True,0.0,26.07018920035156,TP2,0.10562065276347407
LONG,1783904400000,1783907760000,1823.3049999999998,1805.7066535538515,1.4595679479329875,-25.685982409418454,2.1135784403991136,False,False,0.5271103109793074,-28.326671160796874,STOP,0.10360660904019546
LONG,1784032740000,1784033880000,1824.6399999999999,1858.2799020608177,0.9137422226214583,27.152075675407474,0.6723306587686886,True,True,0.0,26.479745016638784,TP2,0.06508841779745587
LONG,1784035920000,1784068380000,1872.405,1894.8865738324225,1.370795405276522,27.22224699970156,1.0321181177266547,True,True,0.0,26.190128881974907,TP2,0.09994344776519083
LONG,1784216160000,1784222040000,1886.3,1869.840569153275,1.5642606755983974,-25.746840416262994,2.3450838256552475,False,False,0.5849836143929987,-28.676907856311242,STOP,0.11460299068453733
LONG,1784506800000,1784508720000,1883.53,1865.4170055913423,1.4174988170012361,-25.675148146622213,2.120516148541097,False,False,0.5288452797279433,-28.324509574891252,STOP,0.10398777570978054
LONG,1784547660000,1784552160000,1887.555,1871.1315538776582,1.5590112258994062,-25.604336872684986,2.338812945478432,False,False,0.5834230195259738,-28.52657283768939,STOP,0.11493050763762924
LONG,1785159960000,1785162000000,1970.7849999999999,1949.5161937566415,1.2004914685122043,-25.53302044059076,1.877408650753105,False,False,0.4680755116662467,-27.87850460301011,STOP,0.09266081873379348
LONG,1787063640000,1787143740000,1915.845,1939.7457999123894,1.2784504755868271,26.991123629828216,0.9851234052862237,True,True,0.0,26.006000224541992,TP2,0.0961898350024788
LONG,1787230920000,1787232960000,2288.985,2266.786740152444,1.1500153325061264,-25.528339179644593,2.0905772731934418,False,False,0.5213679013393783,-28.140284354177414,STOP,0.10311551516737501
